17870, 36000, 0, 104, 15, -95
18670, 36000, 0, 104, 14, -94
19200, 35730, 0, 103, 14, -92
19200, 34930, 0, 133, 17, -97
19200, 34130, 0, 199, 22, -98
19200, 33330, 0, 219, 24, -92
19200, 32530, 0, 211, 26, -71
19200, 31730, 0, 217, 26, -38
19200, 30930, 0, 238, 27, -10
19200, 30130, 0, 245, 25, 18
19200, 29330, 0, 168, 19, 54
19200, 28530, 0, 116, 14, 91
19200, 27730, 0, 88, 9, 113
19200, 26930, 0, 68, 6, 118
19200, 26130, 0, 55, 3, 118
19200, 25330, 0, 44, 1, 115
19200, 24530, 0, 36, -2, 112
19200, 23730, 0, 28, -4, 108
19200, 22930, 0, 21, -6, 105
19200, 22130, 0, 15, -8, 102
19200, 21330, 0, 9, -10, 100
19200, 20530, 0, 4, -12, 98
19200, 19730, 0, 0, -14, 97
19200, 18930, 0, -5, -16, 96
19200, 18130, 0, -10, -18, 96
19200, 17330, 0, -15, -20, 95
19200, 16530, 0, -21, -21, 96
19200, 15730, 0, -28, -23, 97
19200, 14930, 0, -34, -25, 99
19200, 14130, 0, -43, -27, 101
19200, 13330, 0, -53, -28, 104
19200, 12530, 0, -65, -31, 107
19200, 11730, 0, -84, -33, 110
19200, 10930, 0, -115, -38, 114
19200, 10130, 0, -177, -43, 116
19200, 9330, 0, -242, -47, 111
19200, 8530, 0, -219, -47, 89
19200, 7730, 0, -206, -45, 53
19200, 6930, 0, -210, -46, 20
19200, 6130, 0, -226, -44, -7
19200, 5330, 0, -164, -38, -36
19200, 4530, 0, -114, -35, -65
19200, 3730, 0, -89, -31, -84
19200, 2930, 0, -73, -29, -88
19200, 2130, 0, -60, -27, -85
19200, 1330, 0, -52, -26, -81
19200, 530, 0, -45, -25, -76
19470, 0, 0, -41, -24, -73
20270, 0, 0, -41, -23, -73
21070, 0, 0, -42, -23, -72
21600, 270, 0, -42, -22, -73
21600, 1070, 0, -45, -23, -76
21600, 1870, 0, -52, -24, -81
21600, 2670, 0, -61, -24, -85
21600, 3470, 0, -71, -27, -88
21600, 4270, 0, -86, -29, -84
21600, 5070, 0, -110, -32, -66
21600, 5870, 0, -157, -38, -37
21600, 6670, 0, -220, -43, -10
21600, 7470, 0, -208, -45, 16
21600, 8270, 0, -203, -46, 46
21600, 9070, 0, -213, -47, 82
21600, 9870, 0, -236, -48, 107
21600, 10670, 0, -192, -45, 114
21600, 11470, 0, -122, -41, 113
21600, 12270, 0, -89, -36, 111
21600, 13070, 0, -70, -33, 107
21600, 13870, 0, -56, -31, 104
21600, 14670, 0, -46, -30, 102
21600, 15470, 0, -37, -28, 100
21600, 16270, 0, -30, -26, 98
21600, 17070, 0, -24, -24, 98
21600, 17870, 0, -18, -22, 96
21600, 18670, 0, -12, -20, 97
